⟦fkit-dashboard v2⟧
⟦BOARD⟧
| Status | # | Task | Filename | Owner | Next step |
| 🔲 Backlog | — | **Re-measure the CI test runtime on the ubuntu runner, and correct `.github/workflows/test.yml`'s `timeout-minutes: 20` and its stale comment** *(**owner ruling 2026-09-14**, given live via `AskUserQuestion` in a live `fkit lead` session driving `/fkit-sprint-ship-loop`, option label verbatim **"File follow-up brief (Rec)"**; origin: review finding **R6** on [`0388`](../tasks/done/0388-give-the-sprint-mover-pins-and-the-successor-mode-durable-prove-red-mutations/review.md), out of that task's scope and routed here; the comment still quotes *"15 mutants"* and *"~3x headroom"* over *"~6 min"*; local macOS figures 2026-09-14 with `0388`'s mutations: `prove-red.sh` 627–667 s, whole `npm test` ≈ 12.7 min → ~1.6x headroom; ubuntu-runner history (last five runs, **pre-`0388`**) 5m12s–8m26s whole job; ⛔ **the runner runtime WITH `0388`'s mutations is NOT measured — that is the first deliverable, and no new timeout is picked from local or pre-`0388` figures**; ⛔ **depends on [`0388`](../tasks/done/0388-give-the-sprint-mover-pins-and-the-successor-mode-durable-prove-red-mutations/brief.md) — hard** (its mutations are part of the runtime measured); ⛔ `0388` is on Sprint 9 and THIS ROW IS NOT; blocks nothing; ⚠️ adjacent stale *"~6 min"* figures in `bin/release.mjs`, `architecture.md`, and `RELEASING.md`'s quote of the timeout value are **flagged, not scoped** — plan-gate question; owner field `fkit-coder` is a producer judgement; filed UNRANKED and APPENDED LAST by a spawned `fkit-producer` with no owner channel, renumbering and inserting nothing, touching no Sprint 9 row)* | [`0395-re-measure-the-ci-test-runtime-on-the-ubuntu-runner-and-correct-the-workflow-timeout-and-its-comment`](../tasks/backlog/0395-re-measure-the-ci-test-runtime-on-the-ubuntu-runner-and-correct-the-workflow-timeout-and-its-comment/brief.md) | fkit-coder | ⟨derive: `0388` landing⟩ |
| 🔲 Backlog | — | **Repair the bare `claude/` directory references that `0390`'s sweep missed, with a two-audience fix** *(**owner ruling 2026-09-14**, given live via `AskUserQuestion` in a live `fkit lead` session driving `/fkit-sprint-ship-loop`, option label verbatim **"Follow-up brief (Rec)"**; origin: review finding **R1** on [`0390`](../tasks/done/0390-sweep-the-repo-only-claude-path-form-out-of-installed-facing-skill-and-scaffold-prose/review.md), rated low, pre-existing; the sprint movers' runnable repoint grep names `claude/` as an operand, which a consuming project lacks, so grep exits 2 even when it finds hits; plus bare-`claude/` prose in both sprint movers and both stateful-review skills; ⛔ **NOT a token swap** — in the fkit repo `claude/` is correct and `.claude/` is managed copies; precedent is `fkit-heal`'s *"In this repo's own checkout"* split; **fix shape is a plan-gate decision with the owner**; root cause: `0390`'s site grep could not match a bare `claude/`; ⚠️ found at filing: `test/` and root-doc operands cause the same exit 2 in a consumer, and a `dashboard.sh` comment hit — both flagged for the plan gate, not scoped silently; ⛔ **depends on [`0390`](../tasks/done/0390-sweep-the-repo-only-claude-path-form-out-of-installed-facing-skill-and-scaffold-prose/brief.md) — hard** (same files); ⛔ `0390` is on Sprint 9 and THIS ROW IS NOT; blocks nothing; owner field `fkit-coder` and one-brief-not-split are producer judgements; filed UNRANKED and APPENDED LAST by a spawned `fkit-producer` with no owner channel, renumbering and inserting nothing, touching no Sprint 9 row)* | [`0396-repair-the-bare-claude-directory-references-0390-missed-with-a-two-audience-fix`](../tasks/backlog/0396-repair-the-bare-claude-directory-references-0390-missed-with-a-two-audience-fix/brief.md) | fkit-coder | ⟨derive: `0390`⟩ |
| 🔲 Backlog | — | **Correct the four false claims `0393` reported in `architecture.md`** *(**owner ruling 2026-09-15**, given live via `AskUserQuestion` in a `fkit lead` session (Sprint 9 wrap-up), option label verbatim **"File claim briefs"**; source: `0393`'s worklog, its *"Claim observations"* sections — rule D4 made that sweep report false claims rather than fix them; the four, re-verified on disk 2026-09-15: §2's Node row *"Only to cut a release"* (package.json has more scripts), §6 invariant 2's *"variants of the last two"* (wrong two; omits Moved (to backlog)), §7 flow 2's *"never clobbering"* and §10 Idempotence's *"never clobbers"* (init rewrites the fkit rules block and converges `ai-agents/`); ⚠️ worklog item 8 (§5.1) **dropped** — the worklog itself calls it *"Not false"*; neighbours `0273` and `0395` touch other parts of the file, no dependency; owner field `fkit-coder` and the three-way split are producer judgements; filed UNRANKED and APPENDED LAST by a spawned `fkit-producer` with no owner channel, renumbering and inserting nothing)* | [`0397-correct-the-four-false-claims-0393-reported-in-architecture-md`](../tasks/backlog/0397-correct-the-four-false-claims-0393-reported-in-architecture-md/brief.md) | fkit-coder | ⟨derive: nothing.⟩ |
| 🔲 Backlog | — | **Correct the ADR text defects `0393` reported — ADR-016's "Zero hooks", ADR-001's banner pointers, and ADR-009's stray `</content>` line** *(**owner ruling 2026-09-15**, same ruling, option label verbatim **"File claim briefs"**; in scope, re-verified 2026-09-15: ADR-009's stray final `</content>` line, ADR-016's *"Zero hooks"* snapshot (the skill-ownership hook ships), ADR-001's banner self-pointers off by 19; ⛔ **ADR-009's misquote was named by the ruling and is DROPPED on re-verification** — `0393`'s own dated note on ADR-009 already records the words as a paraphrase, not ADR-008's wording; also dropped as already on record: ADR-042's *"OUTSIDE `0273`'s scope"*, ADR-010's bare ADR-008 range; ⚠️ the stray `</content>` line is a class (21 files outside the vault, incl. ADR-010/017/018) — **plan-gate question, not widened**; owner field `fkit-architect` is a producer judgement; filed UNRANKED and APPENDED LAST, renumbering and inserting nothing)* | [`0398-correct-the-adr-text-defects-0393-reported-adr-016-adr-001-and-adr-009s-stray-content-line`](../tasks/backlog/0398-correct-the-adr-text-defects-0393-reported-adr-016-adr-001-and-adr-009s-stray-content-line/brief.md) | fkit-architect | ⟨derive: nothing.⟩ |
| 🔲 Backlog | — | **Repair the stale claims `0393` reported in open briefs and board rows, and 0371's garbled Notes** *(**owner ruling 2026-09-15**, same ruling, option label verbatim **"File claim briefs"**; re-verified 2026-09-15: `0273`'s brief (a line number one short; a *"citation cluster"* paragraph overtaken by `0275`), `0226`'s U5 (*"all reading 25"* vs 26/28 today), `0287`'s open row and brief (still attribute sandbox sites to the closed `0275`), `0284`'s step 14 (quotes a *"never actually run"* CI line `architecture.md` no longer carries); `0371`'s `## Notes` is garbled since its only commit (a sentence fused onto the Blocks bullet, a cut-off *"On merit"* sentence, a stray *"Flagged so the owner can say otherwise."* line) — structure repair only, lost wording not invented; plus a pointer note to `0394` (a triage-class disagreement, a second citation spelling); dated notes only, closed rows out of scope; owner field `fkit-coder` is a producer judgement; filed UNRANKED and APPENDED LAST, renumbering and inserting nothing)* | [`0399-repair-the-stale-claims-0393-reported-in-open-briefs-and-board-rows`](../tasks/backlog/0399-repair-the-stale-claims-0393-reported-in-open-briefs-and-board-rows/brief.md) | fkit-coder | ⟨derive: nothing.⟩ |
| 🔲 Backlog | — | **Sweep the stale count claims in `architecture.md` §1–§7** *(**owner ruling 2026-09-16**, given live via `AskUserQuestion` in a `fkit lead` session (Sprint 9 wrap-up), multi-select, option label verbatim **"Skill count 26→28"**; source: the wiki librarian's third sync pass of 2026-09-16, recorded in `wiki-vault/log.md`'s entry for that date. Re-measured on disk 2026-09-16 at filing: ground truth `ls -d claude/skills/fkit-*/ ` counts **28**, but §1's source bullet says *"26 dirs"* and §3's tree comment says *"26 /fkit-\* skills"* — **both FALSE, both UNDATED**, so the dated-claim convention excuses neither; §4.2's heading *"The 28 skills"* is **correct** and is left alone; §1's *"7 files"* agent count and the role counts re-verified **correct**. ⚠️ It survived Sprint 9 because it fell outside every row — `0392` was §9.1/§9.5, `0393` was citations not counts; **no row has ever swept §1–§7's counts**. ⚠️ Both false sites are **REGISTERED MIRRORS** — `claude/skills-for-role.sh` and `claude/fkit-claude.sh` both name `architecture.md`'s skill count in a six-place must-update checklist that was not followed; **the root cause (nothing tests the mirror) is OUT OF SCOPE, reported not fixed**. ⚠️ Plan-gate question, not pre-decided: §1's CI figures are dated 2026-09-04 (33 runs) while §9's are dated 2026-09-14 (43 runs) — both correct as of their dates, neither a defect, but incoherent in one living document. ⛔ §9's counts (settled by `0392`) and a stale *"26 skills"* comment in `test/init-claude-refresh-guard.test.js` are **dropped at filing**, recorded so nobody re-files them. Deliverable is the **inventory** of every §1–§7 count claim, not a two-site patch. Neighbours `0397` (different claims, same file), `0395`, `0402` — no dependency. Owner field `fkit-coder` is a producer judgement, and is itself an instance of what `0402` settles; filed UNRANKED and APPENDED LAST by a spawned `fkit-producer` with no owner channel, renumbering and inserting nothing)* | [`0400-sweep-the-stale-count-claims-in-architecture-md-1-7`](../tasks/backlog/0400-sweep-the-stale-count-claims-in-architecture-md-1-7/brief.md) | fkit-coder | ⟨derive: nothing.⟩ |
| 🔲 Backlog | — | **Decide how a must-match dual-homed page resolves the `claude/` vs `.claude/` path-form asymmetry** *(**owner ruling 2026-09-16**, same ruling, option label verbatim **"Path-form asymmetry"**; source: the same 2026-09-16 librarian sync pass. ⛔ **DECISION TASK — the deliverable is a ruling, not a sweep; no page is repaired under this row.** Re-measured on disk 2026-09-16: after `0390`, `conventions/` holds **15** bare `claude/skills/` and `claude/agents/` occurrences in its live home and **0** in its scaffold home — ⭐ but **all 15 sit in four pages that are all audience-adapted exceptions**, where the asymmetry is CORRECT and must not be "fixed". The real subject is the **must-match** class, which `test/dual-home-parity.test.js` holds byte-identical. Concrete instance: `conventions/priority-is-rank-not-identity.md` is byte-identical in both homes and points its reader at three `.claude/skills/…` paths — right for a consuming project, a trap for an fkit developer, since `.claude/` there is gitignored and rebuilt from `claude/` on every launch; ⚠️ it also names `test/dashboard-contract.test.js`, which a consuming project does not have. **No record anywhere states the answer today.** Candidate shapes to weigh, not a recommendation: `.claude/` wins with a shipped fkit note; must-match pages name no `claude/`-family path at all; reclassify as audience-adapted; or a declared path-form substitution as a third class. ⚠️ **Coherence obligation with `0396`** (the same two-audience problem on the `claude/skills/` side) — they must not answer differently; soft ordering, `0396` first, not a hard dependency. ⚠️ `0186` already asks ADR-027 to record the audience-adapted kind, so where this ruling lands is part of the decision. Owner field `fkit-architect` follows ADR-044 Decision 1 directly — `/fkit-record-decision` is architect-owned — and flips to `fkit-coder` if the gate rules the deliverable is a convention-doc edit only. **Blocks** the follow-up repair brief, deliberately unfiled until the shape is known; filed UNRANKED and APPENDED LAST, renumbering and inserting nothing)* | [`0401-decide-how-a-must-match-dual-homed-page-resolves-the-claude-path-form-asymmetry`](../tasks/backlog/0401-decide-how-a-must-match-dual-homed-page-resolves-the-claude-path-form-asymmetry/brief.md) | fkit-architect | ⟨derive: nothing.⟩ |
| 🔲 Backlog | — | **Settle what `## Owner` means when it disagrees with ADR-044's build role** *(**owner ruling 2026-09-16**, same ruling, option label verbatim **"0392/0393 owner field"**; source: the same 2026-09-16 librarian sync pass. ⛔ **DECISION TASK, and its subject is FUTURE rows** — `0392` and `0393` are closed and frozen and this row does not re-open them; it writes nothing under `tasks/done/`. Re-read on disk 2026-09-16: both closed briefs carry `## Owner: fkit-architect` under a block reading *"THE OWNER FIELD IS A PRODUCER JUDGEMENT AND IS FLAGGED FOR THE OWNER"* and closing *"This is not settled."*; the five consolidated originals disagreed — `0251`, `0376`, `0286` were `fkit-coder`, `0366` and `0323` `fkit-architect`. Sprint 9 settled it only **per row**, `0392`'s J2 option label verbatim *"Coder builds all (Rec)"*, 2026-09-14 — **a per-row ruling is not a standing rule**. ⭐ **Live recurring class, not a post-mortem:** `0397`, `0398`, `0399` and `0400` all carry the same flagged judgement and will each re-raise it at their plan gate. ⛔ **ADR-044 Decision 1 ALREADY fixes the Build role** — it names *"coordination-doc repairs"* explicitly and says the coder's *"whatever `## Owner` says"* — so the genuinely open question is **what `## Owner` then means**: accountability distinct from execution, or a field that should match the Build role, or a field that should be derived and not authored. Sub-question the ruling must also answer: whether `## Owner` is re-stated on closed briefs at all — producer's input, offered not decided: **it should not**, closed history is frozen and the flags are an accurate dated record; if the owner rules otherwise that edit is a SEPARATE brief. ⚠️ Check `0345` (carries ADR-044's rule into the ship loop) and `0362` (the same field-versus-loop-role tension) at the plan gate; ⚠️ `conventions/task-owner-vocabulary.md` is must-match dual-homed, so any edit changes both homes identically. Owner field `fkit-architect` is a producer judgement and is knowingly recursive; filed UNRANKED and APPENDED LAST, renumbering and inserting nothing)* | [`0402-settle-what-the-owner-field-means-when-it-disagrees-with-adr-044s-build-role`](../tasks/backlog/0402-settle-what-the-owner-field-means-when-it-disagrees-with-adr-044s-build-role/brief.md) | fkit-architect | ⟨derive: nothing.⟩ |
| 🔲 Backlog | — | **Guard `architecture.md`'s skill count against the skills on disk** *(**owner ruling 2026-09-16**, given live via `AskUserQuestion` in a `fkit lead` session (Sprint 9 wrap-up open-questions interview), option label verbatim **"File a guard brief (Rec)"**; the ruling's words: *"a test that compares architecture.md's skill count against the skills on disk. Without it, 0400 fixes the number and it drifts again."* Re-measured on disk 2026-09-16 at filing, tree at `a351cb6`: `ls -d claude/skills/fkit-*/ ` counts **28**; §1's source bullet says *"26 dirs"* and §3's tree comment *"26 /fkit-\* skills"* — **both FALSE, both UNDATED**; §4.2's heading *"The 28 skills"* is **correct**. ⭐ **§4.2's role/skill table is NOT drifted** — its 28 shorthand names were extracted, sorted and diffed against the 28 directory names: **identical, zero differences** — so the class in scope is the **numeric count claims, not the table**. ⚠️ The only thing keeping the number true is a **hand-maintained six-place checklist** duplicated verbatim in `claude/skills-for-role.sh:12` and `claude/fkit-claude.sh:259`, whose fourth entry names `architecture.md` — and whose own header records it being incomplete twice, *"SAID "TWO" UNTIL 2026-07-18"* and *"said "FOUR" until 2026-08-27"*. ⭐ **Read those two precisely: both are the CHECKLIST being incomplete; today's miss is the checklist being COMPLETE and simply not followed** — a third miss in the same blast radius, not a third instance of the same mechanism. Root cause `0400` explicitly ruled out of its own scope (*"nothing tests the mirror" — "reported not fixed"*); this row is that root cause and nothing else. Fourth test-scope category (repo-content invariant), precedent already named in `test/reference-integrity.test.js:11-16` — **no new ADR**. ⚠️ **SOFT ORDERING with `0400`, NOT a dependency** — neither needs the other built; but landing this first turns `npm test` red on `main` until `0400` lands, so sequencing is the producer's sprint-planning call and the builder must SAY which path was taken. ⛔ `0368`/`0371` checked and **unrelated** — they are the citation-coordinate-rot class, not prose-count drift. ⚠️ **Three producer judgements flagged, none owner-ruled:** count-only rather than the whole role/skill table and the checklist's other five places (the table measures correct today); **no `prove-red.sh` mutation** — measured, all 39 target executable code and the four sibling content-invariant tests carry zero, so the red-proof is in-test `os.tmpdir()` fixtures, **satisfied not waived**; and owner field `fkit-coder`, itself an instance of what `0402` settles. Filed UNRANKED and APPENDED LAST by a spawned `fkit-producer` with no owner channel, renumbering and inserting nothing)* | [`0403-guard-architecture-mds-skill-count-against-the-skills-on-disk`](../tasks/backlog/0403-guard-architecture-mds-skill-count-against-the-skills-on-disk/brief.md) | fkit-coder | ⟨derive: nothing⟩ |
| 🔲 Backlog | — | **Build the no-board-row check in the `node --test` suite, with a named dated allowlist of exactly `0014` and `0004`** *(**implements [`0296`](../tasks/backlog/0296-decide-what-catches-a-task-brief-that-has-no-board-row/brief.md)'s ruling of 2026-09-18.** ⛔ **THE OWNER SELECTED A PRE-WRITTEN OPTION AND TYPED NO FREE TEXT** — via `AskUserQuestion` in a live `fkit lead` session; ⛔ never quote the selected text as his own words. **Selected option text, verbatim:** *"A test-suite check, keeping the two specimens — ~10 lines in the existing node --test suite, with a named dated allowlist of exactly 0014 and 0004 recording why they stay unrepaired. No ADR, no contract change, nothing for dashboard.sh to learn. Catches at CI time rather than filing time — acceptable given zero recurrence in 108 filings, and that latency is the whole price. Closes 0296 on the finding 'two failure modes, the live one has stopped.'"* ⭐ **Candidate 2 wins; the `dashboard.sh` check, the filing-time step and "nothing changes" are all rejected** — though "nothing changes" wins its own half: ⛔ **`0014` and `0004` are KEPT UNREPAIRED**, and they are the only live test data this check has. **Measured on disk 2026-09-18: 405 task folders (297 on 2026-08-14), findings still exactly 2 — `0014`, `0004`. ⭐ 108 new task folders in 35 days and NOT ONE new specimen.** ⚠️⚠️ **THE TRAP, NOW PERMANENT: the naive check is SILENCED FOREVER.** `grep`ing the boards for `0014` returns hits today because this very row, `0296`'s row and `0301`'s row cite it in prose — **the loose form reports `total=405 no-row=0` while both tasks still have no row.** ⭐ `0296` predicted it: *"A check that a brief can silence by mentioning a task is not a check."* ⛔ **The matcher must match a STATUS-LED ROW WHOSE `Brief` CELL LINKS THE TASK FOLDER**, never the id appearing anywhere. ⭐ **Two independently derived rules agree** — `0296`'s (final `Brief` cell links the folder) and `fkit-external-expert`'s (first cell starts with a status glyph, last cell links a task folder) — **and both return exactly `0014` and `0004` at 405 folders.** ⭐ **The allowlist is ALSO the durable record of the decision not to repair them** — it must carry the date, the authority and a per-entry reason in the source; a bare array does not satisfy the task. ⛔⛔ **The test must FAIL on those two with the allowlist removed, or it proves nothing.** ⚠️ **Accepted cost, from the ruling itself: it fires at CI time, not filing time.** ⛔ Out of scope: repairing `0014`/`0004`; the deferred which-board question; any `dashboard.sh` change; any ADR. **Depends on nothing; blocks `0296`'s close.** ⚠️ Not caught by the Sprint 11 migration freeze — a read-only test changes no stored shape. ⛔ No mover, no re-rank, no commit; owner: fkit-coder)* | [`0406-build-the-no-board-row-check-in-the-test-suite-with-a-dated-two-task-allowlist`](../tasks/backlog/0406-build-the-no-board-row-check-in-the-test-suite-with-a-dated-two-task-allowlist/brief.md) | fkit-coder | ⟨derive: nothing. ⭐ The decision it implements is already ruled (`0296`, 2026-09-18); no ADR and no contract change gate it.⟩ |
| 🔲 Backlog | — | **Build the mover outcome verifier — the read-only check that a close actually landed** *(⛔⛔ **NOT AUTHORISED TO START. AN ACCEPTED ADR IS NOT A WORK ORDER.** **ADR-050 (`prose-is-not-a-transaction-how-the-four-movers-are-executed`) is being SIGNED, not implemented** — an `fkit-architect` spawn held `ai-agents/knowledge-base/decisions/` on 2026-09-18 and ⚠️ **this brief was written WITHOUT READING IT**; its content is relayed by `fkit-lead`, and ⛔ **the ADR wins every disagreement.** ⛔ **THE OWNER SELECTED A PRE-WRITTEN OPTION AND TYPED NO FREE TEXT** (`AskUserQuestion`, live `fkit lead` session, 2026-09-18): **content option E** — build an **outcome verifier FIRST** (cheap; ⭐ **it becomes the acceptance test**), **then** a real command the skills call, with ⭐ **judgement staying in the skill and only mechanics moving**; **enforcement option B-1** — ⛔ **the skill stays the sanctioned entry and the `PreToolUse` hook is UNCHANGED.** ⭐ **The ordering IS the ruling, not a convenience** — building the command first would leave it with no acceptance criterion but its author's own reading of the prose it replaces. **The problem:** the four movers are prose procedures performing several edits that must all land or none should, and ⛔ **prose has no transaction** — the half-landed close is the condition [ADR-048](../knowledge-base/decisions/adr-048-a-half-landed-close-gets-a-producer-only-reconcile-mode-that-never-upgrades-the-marker.md) had to invent a repair mode for. ⛔ **This is a VERIFIER, NOT A REPAIRER** — repair is `0135`'s, and a verifier that fixes what it finds destroys its own evidence. ⛔ Out of scope: the command itself (`0408`); any hook change; any repair. **Depends on ADR-050 being signed (hard); blocks `0408` (hard — its output IS `0408`'s acceptance test).** ⚠️ **Not caught by the Sprint 11 migration freeze — read-only, changes no stored shape**; if it ever proposes to, it stops and escalates. ⛔ **Deliberately NOT on Sprint 11** — reasoning in `0408`'s Notes. ⛔ No mover, no re-rank, no commit; owner: fkit-coder)* | [`0407-build-the-mover-outcome-verifier-which-is-also-the-acceptance-test-for-the-mover-command`](../tasks/backlog/0407-build-the-mover-outcome-verifier-which-is-also-the-acceptance-test-for-the-mover-command/brief.md) | fkit-coder | ⟨derive: ADR-050 being signed and accepted — hard. ⛔ The ADR is the deliverable's specification and it is not this task's to invent. ⚠️ As of 2026-09-18 it is mid-signature.⟩ |
| 🔲 Backlog | — | **Build the deterministic mover command the four mover skills call** *(⛔⛔ **NOT AUTHORISED TO START, ON TWO COUNTS: ADR-050 is mid-signature, and `0407` has not landed.** ⚠️ **Written WITHOUT READING ADR-050** (relayed by `fkit-lead`); ⛔ **the ADR wins every disagreement.** **Owner's selected option, 2026-09-18** — ⛔ **selected, not typed** — **content E** (verifier first, then a real command the skills call, ⭐ **judgement stays in the skill, only mechanics move**) and **enforcement B-1** (⛔ **skill stays the sanctioned entry, `PreToolUse` hook unchanged**). ⛔⛔ **JUDGEMENT STAYING IN THE SKILL IS THE EASIEST THING HERE TO GET WRONG** — the command must never decide whether a close is warranted, whether the owner is present, whether the `(agent-closed — not owner-verified)` marker applies, or which board a de-scoped row goes to. **It executes a decision already made; it never makes one.** ⚠️ **All four movers, or a stated subset with its reason** — serving two of four leaves the other two in prose and manufactures one generation of the same inconsistency (the shape of `0123`'s R1). ⛔ Must not widen ADR-033's producer-only grant as a side effect. ⛔ **No mover is run against `ai-agents/` to test it — fixture trees only.** **Depends on `0407` (hard — ⭐ that ordering is the owner's ruling) and on ADR-050 being signed (hard); blocks [`0135`](../tasks/backlog/0135-add-producer-only-reconcile-mode-to-task-done/brief.md)** — ⭐ building `0135` against prose movers means building it twice, which is why `0135` was held on 2026-09-18. ⚠️⚠️ **Migration-freeze judgement, argued not assumed: NOT caught.** The freeze's words — *"re-keying ids, moving folders, rewriting boards"* — appear to catch it on a literal reading, ⭐ **but its stated subject is `changing fkit's or aiboard's stored shape`** and it is held until `fkit-external-expert` reports on the convergence data model: **it freezes a one-time re-shaping of the corpus, not the daily write path.** This changes no id format, no folder layout and no board schema — the same moves the movers already perform, by a deterministic route. ⚠️ **If the implementation ever proposes to re-key an id, relocate a folder tree or change a board's schema, it STOPS AND ESCALATES.** ⛔ **Deliberately NOT on Sprint 11** — that board is scoped to aiboard convergence and restricts additions to what the aiboard discussions produce; ⚠️ **the cost is named: ADR-049 makes this task the blocker on any board-originated write, and that link lives only in the brief's Notes.** ⛔ No mover, no re-rank, no commit; owner: fkit-coder)* | [`0408-build-the-deterministic-mover-command-the-four-mover-skills-call`](../tasks/backlog/0408-build-the-deterministic-mover-command-the-four-mover-skills-call/brief.md) | fkit-coder | ⟨derive: [`0407`](../0407-build-the-mover-outcome-verifier-which-is-also-the-acceptance-test-for-the-mover-command/brief.md) (hard — ⭐ the ordering is the owner's ruling of 2026-09-18, and `0407`'s output is this task's acceptance test) and ADR-050 being signed and accepted (hard — the specification is the ADR's, not this task's to invent).⟩ |

50 done · 1 blocked · 115 backlog · 7 cancelled · 62 moved  —  of 235
⟦FACTS⟧
total 235
count done 50
count blocked 1
count backlog 115
count cancelled 7
count moved 62
derive 0013 depends="none recorded"
derive 0037 depends="none recorded"
derive 0045 depends="none recorded"
derive 0121 depends="nothing — the design can start now."
derive 0131 depends="nothing. Independent of 0132 and 0133 — it prevents *future* drift where those two fix and detect *existing* drift."
derive 0135 depends="0134 (the ADR — hard; the must-never list is the deliverable and it is not this task's to invent) and 0124 (which rewrites both movers' SKILL prose to producer-only; landing this first would collide in `fkit-task-done/SKILL.md` and `fkit-task-cancelled/SKILL.md`), and 0408 (added 2026-09-18 — ADR-050's mover command; building this mode against prose movers means building it twice. ⚠️ Conditional — this term is VOID if ADR-050 is not accepted in a form that moves mover mechanics out of prose. See the 2026-09-18 dated note at the end of this brief)."
derive 0137 depends="nothing."
derive 0138 depends="nothing."
derive 0213 depends="nothing."
derive 0165 depends="nothing."
derive 0144 depends="nothing — 0139 and 0140 are both closed and the launcher already behaves correctly. This task pins existing behavior; it does not change any."
derive 0145 depends="nothing — the launcher behavior is already correct and closed (0139, 0140)."
derive 0152 depends="nothing hard. Soft-follows 0136 (priority 114) for the shared `SKILL.md` walk; see the ordering warning above. Also soft-follows 0120, which closed 2026-07-26 as `✅ Done (agent-closed — not owner-verified)` — the tree must be clean of the outlier before the guard can go green with no skip list, and as of that close it is (the H1 fix is in the working tree, uncommitted)."
derive 0149 depends="nothing. Both 0117 and 0118 are closed."
derive 0155 depends="nothing."
derive 0156 depends="0155 — hard."
derive 0163 depends="nothing."
derive 0164 depends="nothing."
derive 0166 depends="nothing."
derive 0169 depends="nothing hard. ADR-034 is accepted and is the authority for the bar. Soft-follows `0160`, which is deciding the citation form for mutable coordinates — this task sidesteps the collision by writing no `:NNN` line numbers into any skill, so it does not need to wait for that ruling."
derive 0172 depends="0171 (the convention page this bullet points at). Report §8 records follow-up 2 as depending on follow-up 1. Hard — a pointer to a page that does not exist is the defect class this whole arc is about."
derive 0175 depends="0168. Hard — the condition asserts the folder-ID schema that `0168` item 2 introduces and its item 1 normalizes. Built before `0168`, the guard is red on 40 headers on day one. - ✅ DATED CORRECTION 2026-09-13 — THIS DEPENDENCY IS DISCHARGED. The line above is left byte-identical and is no longer binding. `0168` closed; its folder is `ai-agents/tasks/done/0168-remediate-the-dead-brief-paths-in-closed-review-ledger-headers/`. Current dependency: nothing. ⚠️ What survives is the *reason*, not the wait: the guard still asserts the folder-ID schema `0168` introduced, so re-derive that schema against the closed folder rather than against this brief's description of it. ⛔ This does not make the row `🔄 In progress`; it makes it runnable. *(Recorded 2026-09-13 by a spawned `fkit-producer` with no owner channel, under the owner ruling of 2026-09-13, option label verbatim 'One housekeeping pass (Rec)'. Dependency line untouched; no status, priority or scope change.)*"
derive 0179 depends="`0178` — the skill points at the convention page, and pointing at a page that does not yet carry the grammar ships a dangling instruction. - ✅ DATED CORRECTION 2026-09-13 — THIS DEPENDENCY IS DISCHARGED. The line above is left byte-identical and is no longer binding. `0178` closed; its folder is `ai-agents/tasks/done/0178-record-the-canonical-merit-statement-form-in-the-convention-page/`, so the convention page now carries the grammar and the pointer is no longer dangling. Current dependency: nothing. ⛔ This does not make the row `🔄 In progress`; it makes it runnable. *(Recorded 2026-09-13 by a spawned `fkit-producer` with no owner channel, under the owner ruling of 2026-09-13, option label verbatim 'One housekeeping pass (Rec)'. Dependency line untouched; no status, priority or scope change.)*"
derive 0180 depends="`0178`, `0179`. And a grandfathering decision that is not yet made — see above. Sequencing this before `0178`/`0179` ships it red on 28 of 36 open briefs. - ⚠️ DATED CORRECTION 2026-08-06 — the grandfathering clause above is DISCHARGED. Line left byte-identical. Owner ruling, verbatim *'Grandfather existing briefs.'* (`AskUserQuestion`, live `fkit lead` session, 2026-08-06) — see §'The blocking decision' above for the decision, its accepted cost, and the unfixed boundary date. Current dependency: `0178`, `0179` — no outstanding decision. ⚠️ `0178` is now a doubly hard gate: it supplies the canonical merit form *and* the date the exemption is measured from. - ✅ DATED CORRECTION 2026-09-13 — ONE OF THE TWO REMAINING IS DISCHARGED; ONE STILL BLOCKS. Both the line above and the 2026-08-06 correction beneath it are left byte-identical and are now only partly binding. `0178` closed; its folder is `ai-agents/tasks/done/0178-record-the-canonical-merit-statement-form-in-the-convention-page/`, so the canonical merit form and the boundary date the grandfathering exemption is measured from are both on disk — the 2026-08-06 note's *'not on disk yet'* caveat is discharged, and the boundary date must now be read from the convention page, ⛔ not invented. ⛔ `0179` is still open — `ai-agents/tasks/backlog/0179-require-a-merit-statement-on-every-ranked-board-brief/`, `## Status: 🔲 Backlog`. Current dependency: `0179` alone. ⛔ This row is still BLOCKED. Do not mark it ready. *(Recorded 2026-09-13 by a spawned `fkit-producer` with no owner channel, under the owner ruling of 2026-09-13, option label verbatim 'One housekeeping pass (Rec)'. Dependency line untouched; no status, priority or scope change.)*"
derive 0184 depends="nothing. `0173` closed 2026-08-03; nothing else gates this."
derive 0186 depends="nothing."
derive 0187 depends="nothing. `0133` closed 2026-08-02 and supplied the evidence this brief rests on."
